dtime,yaw,pitch,roll,q0,q1,q2,q3
"2021/10/15 09:59:48",-3.83469002186,-7.92981344366,0.213291994745,0.997050642967,-0.000457618443761,-0.069168753922,-0.0332489721477
"2021/10/15 10:00:18",-3.88819760672,-7.87171570191,0.160810239103,0.99706953764,-0.000929340254515,-0.0686475858092,-0.0337481014431
"2021/10/15 10:00:47",-3.95669066555,-7.81876461956,0.179382849327,0.997080922127,-0.000792809238192,-0.0681918561459,-0.0343347452581
"2021/10/15 10:01:18",-4.02840477234,-7.76399161608,0.190874783387,0.997091770172,-0.000718678871635,-0.0677182674408,-0.0349538326263
"2021/10/15 10:01:48",-4.0945425113,-7.71338830093,0.193639620772,0.997101187706,-0.000717916060239,-0.0672783926129,-0.0355294831097
"2021/10/15 10:02:18",-4.15997982913,-7.67768361357,0.189773500079,0.997101604939,-0.000778656976763,-0.0669660791755,-0.0361024141312
"2021/10/15 10:02:49",-4.2356943172,-7.69683005727,0.20473433897,0.997066438198,-0.000698907882906,-0.0671369433403,-0.0367517694831
"2021/10/15 10:03:19",-4.30799485611,-7.71628664758,0.215183318179,0.99703168869,-0.000656741089188,-0.0673091858625,-0.0373739823699
"2021/10/15 10:03:50",-4.38374128279,-7.73632333051,0.226535413583,0.996995091438,-0.000609159353189,-0.0674868300557,-0.0380255617201
"2021/10/15 10:04:21",-4.46098598369,-7.75490360634,0.238914258407,0.996958374977,-0.000553271733224,-0.067652232945,-0.0386895611882
"2021/10/15 10:04:50",-4.53492801753,-7.76986546641,0.250074840872,0.99692440033,-0.000505002913997,-0.067785859108,-0.0393256321549
"2021/10/15 10:05:20",-4.61171552111,-7.78812901033,0.260124151121,0.996887087822,-0.000469423364848,-0.0679478943348,-0.0399869196117
"2021/10/15 10:05:50",-4.65522624865,-7.81022199974,0.279930760964,0.99685883522,-0.000330762675731,-0.0681468769908,-0.0403526909649
"2021/10/15 10:06:21",-4.66308143694,-7.83435144941,0.301910774771,0.996841788292,-0.00015280948719,-0.06836450845,-0.0404068157077
"2021/10/15 10:06:52",-4.66192713456,-7.85058854325,0.31819241052,0.996832549572,-1.62617598107E-05,-0.068511493504,-0.040386274457
"2021/10/15 10:07:21",-4.66029602296,-7.86402995936,0.330534487679,0.996825098991,8.72962627909E-05,-0.0686327666044,-0.0403640419245
"2021/10/15 10:07:52",-4.6549673121,-7.87708240078,0.339507741051,0.996819198132,0.000163907941896,-0.0687494575977,-0.0403116606176
"2021/10/15 10:08:22",-4.65317154706,-7.87821069061,0.346563484518,0.996819138527,0.000225961644901,-0.0687617510557,-0.0402917489409
"2021/10/15 10:08:52",-4.64941648398,-7.88430406303,0.350367400367,0.996816754341,0.000259141525021,-0.06881608814,-0.0402564890683
"2021/10/15 10:09:23",-4.64474152129,-7.89172478812,0.351483882303,0.996813952923,0.000269029609626,-0.0688810199499,-0.0402147732675
"2021/10/15 10:09:54",-4.63791451013,-7.90089672409,0.349799000568,0.996810853481,0.000255229038885,-0.0689601972699,-0.0401559323072
"2021/10/15 10:10:23",-4.63188909173,-7.90507536948,0.34569997348,0.996810495853,0.000221720867557,-0.0689950957894,-0.0401057749987
"2021/10/15 10:10:55",-4.62380643202,-7.91860318619,0.337810274353,0.99680519104,0.000153181288624,-0.0691099986434,-0.0400395393372
"2021/10/15 10:11:24",-4.61343600644,-7.92870024549,0.328631328176,0.99680274725,7.60344482842E-05,-0.0691946148872,-0.0399543680251
"2021/10/15 10:11:55",-4.60317846813,-7.92958628933,0.318319191715,0.996805787086,-7.78591402195E-06,-0.0691987276077,-0.0398713238537
"2021/10/15 10:12:25",-4.59218970887,-7.93225808699,0.307600027669,0.996807992458,-9.53302223934E-05,-0.0692182481289,-0.0397820807993
"2021/10/15 10:12:55",-4.58157101404,-7.93359615082,0.297718588036,0.996810853481,-0.000175340697751,-0.0692264735699,-0.0396956168115
"2021/10/15 10:13:25",-4.57024285285,-7.93527608872,0.287750323063,0.996813774109,-0.000255795137491,-0.0692376568913,-0.0396030209959
"2021/10/15 10:13:55",-4.55861069947,-7.9331501889,0.27779542841,0.996819019318,-0.000334624201059,-0.069215759635,-0.0395079441369
"2021/10/15 10:14:27",-4.5474126658,-7.93118537385,0.270702046185,0.996824026108,-0.000388883752748,-0.0691962614655,-0.0394149050117
"2021/10/15 10:14:57",-4.53942520512,-7.93122447632,0.271350870912,0.996826767921,-0.000378429860575,-0.0691968500614,-0.0393450297415
"2021/10/15 10:15:27",-4.53149014869,-7.9310931757,0.275756827531,0.99682956934,-0.000335265591275,-0.0691972449422,-0.0392733477056
"2021/10/15 10:15:57",-4.52462222773,-7.92721605256,0.280332071745,0.996834278107,-0.000289980118396,-0.0691651031375,-0.0392110161483
"2021/10/15 10:16:28",-4.51712205052,-7.92280053403,0.284671270649,0.996839523315,-0.000246184703428,-0.0691281929612,-0.0391433537006
"2021/10/15 10:16:57",-4.51109273087,-7.91804296959,0.288519519909,0.996844470501,-0.00020743382629,-0.0690881311893,-0.0390888005495
"2021/10/15 10:17:27",-4.5052302607,-7.91302284799,0.292232278144,0.996849477291,-0.000169876104337,-0.0690457373857,-0.0390357933939
"2021/10/15 10:17:58",-4.49924686141,-7.90580922091,0.295917579332,0.996855854988,-0.000131735461764,-0.0689842477441,-0.0389818549156
"2021/10/15 10:18:28",-4.49234319681,-7.89479631707,0.299366771768,0.996864795685,-9.37992153922E-05,-0.0688896253705,-0.0389202311635
"2021/10/15 10:18:59",-4.48573401295,-7.88380443212,0.302776770974,0.996873617172,-5.63988760405E-05,-0.0687951669097,-0.0388611964881
"2021/10/15 10:19:30",-4.47944185841,-7.86880060308,0.305898589501,0.996884703636,-2.03347590286E-05,-0.0686657056212,-0.0388052836061
"2021/10/15 10:19:59",-4.47339095233,-7.85618181194,0.308803851385,0.996894299984,1.28733527163E-05,-0.0685569122434,-0.0387514941394
"2021/10/15 10:20:30",-4.46750085336,-7.8387908387,0.312005241856,0.996906638145,5.0177477533E-05,-0.068406701088,-0.0386991538107
"2021/10/15 10:21:00",-4.45786481987,-7.82033332518,0.311332152267,0.996920883656,5.63539724681E-05,-0.0682458952069,-0.0386165902019
"2021/10/15 10:21:30",-4.45115162905,-7.79985125234,0.313605820456,0.99693530798,8.70909279911E-05,-0.0680684670806,-0.0385577939451
"2021/10/15 10:22:01",-4.44359926772,-7.77888779141,0.316023222459,0.996950209141,0.000119718220958,-0.0678868964314,-0.0384916365147
"2021/10/15 10:22:30",-4.43683028653,-7.7490487613,0.317039366003,0.996970057487,0.000142673961818,-0.0676276311278,-0.0384335443377
"2021/10/15 10:23:02",-4.43120371705,-7.73073881924,0.322326755598,0.996982693672,0.000198189460207,-0.0674700960517,-0.0383823364973
"2021/10/15 10:23:31",-4.42653167817,-7.70605746456,0.325920162545,0.996998727322,0.000240544512053,-0.0672565549612,-0.0383407436311
