dtime,ppo2,ppn2,ppco2
2019-09-19 00:01:18.901999872,158.894781675482,570.585261126785,3.18160277985469
2019-09-19 00:11:18.901999872,158.929859950066,570.191299429245,3.18123943612739
2019-09-19 00:18:18.901999872,159.162042371397,570.592363090286,3.00787824146822
2019-09-19 00:23:18.901999872,159.16634547081,570.179758738556,3.19744156097636
2019-09-19 00:28:18.901999872,159.497770434189,570.211372339973,3.3303581292364
2019-09-19 00:34:18.901999872,159.247549518757,570.205059483528,3.24885046002001
2019-09-19 00:40:18.901999872,159.086275764256,570.449781309166,3.15540427148417
2019-09-19 00:50:18.901999872,159.135138752718,570.449781309166,3.14938058732659
2019-09-19 01:00:18.901999872,159.069926452446,570.249939947319,3.14692772818774
2019-09-19 01:07:18.901999872,159.184211347742,570.174728181076,3.03023293539181
2019-09-19 01:12:18.901999872,159.174113243389,569.899033903503,3.25192558863878
2019-09-19 01:17:19.096999936,159.518533813591,570.139218363571,3.36151167507559
2019-09-19 01:27:19.096999936,159.233801794271,570.059370593376,3.25354079214334
2019-09-19 01:29:19.096999936,158.983395931873,570.282391974983,3.14327078723788
2019-09-19 01:39:18.901999872,159.041222683296,570.397650924301,3.1282168748039
2019-09-19 01:49:18.901999872,158.975307584553,570.188685512123,3.12262396295503
2019-09-19 01:56:18.901999872,159.017019290323,570.259211955223,3.08195451040015
2019-09-19 02:01:18.901999872,159.225627138367,570.034563040314,3.15546071883947
2019-09-19 02:06:18.901999872,159.427219331493,570.058482847939,3.33077503052264
2019-09-19 02:12:18.901999872,159.273836647549,569.927145842361,3.16804751580596
2019-09-19 02:18:18.901999872,158.93650571105,570.2429366222,3.14095394118041
2019-09-19 02:28:16.901999872,158.963125744381,570.211421659164,3.13207725741655
2019-09-19 02:38:18.901999872,158.938453819094,570.126000820389,3.14899123543218
2019-09-19 02:45:18.901999872,159.192213386478,570.457869656487,2.95015744924471
2019-09-19 02:50:18.901999872,159.370452942677,570.325940820618,3.0926660221909
2019-09-19 02:55:18.901999872,159.544266101484,570.021345497131,3.23507383757114
2019-09-19 03:07:10.096999936,159.304463865147,569.99456517643,3.15450246237099
2019-09-19 03:07:19.096999936,158.681451514902,570.292699685898,3.24986304465979
2019-09-19 03:17:19.096999936,158.922536050205,570.181188995094,3.20220433066145
2019-09-19 03:27:18.901999872,158.871613985519,570.161411999512,3.20652033783138
2019-09-19 03:34:18.901999872,159.158577698231,569.854745270004,2.95319212071463
2019-09-19 03:39:18.901999872,159.363782522097,569.909341614418,3.04959977254629
2019-09-19 03:44:18.901999872,159.483307581434,570.043637771454,3.2176331460081
2019-09-19 03:50:18.901999872,159.383140304556,569.970990603142,3.07026393560722
2019-09-19 03:56:18.901999872,158.826486925774,569.945985773315,3.19185828178197
2019-09-19 04:06:18.901999872,158.890675852833,570.137837426224,3.20956155950636
2019-09-19 04:16:18.901999872,158.786920604811,569.806757697182,3.20697981545046
2019-09-19 04:23:18.901999872,159.203088268089,570.132264357643,2.89371972659901
2019-09-19 04:28:18.901999872,159.36584159832,570.048273775406,2.97720074141383
2019-09-19 04:33:18.901999872,159.610156540632,570.034316444359,3.09967589751497
2019-09-19 04:39:18.901999872,158.987390786343,570.238547214203,2.98273046304926
2019-09-19 04:50:03.096999936,158.587350498514,570.164420470161,3.12295224381998
2019-09-19 04:55:19.096999936,158.607596026411,570.192433770638,3.1744595885925
2019-09-19 05:05:18.901999872,158.579212832003,570.094633814926,3.1782926144664
2019-09-19 05:12:18.901999872,159.075696797791,570.51749655838,2.81563376890987
2019-09-19 05:17:18.901999872,159.231360494318,570.29531360302,2.91235294078767
2019-09-19 05:22:18.901999872,159.451472043657,570.226168097267,3.02608203191981
2019-09-19 05:28:18.901999872,159.212804148712,570.192236493874,2.97380831315622
2019-09-19 05:34:18.901999872,158.574860413399,570.188340277786,3.20616219573751
2019-09-19 05:44:18.901999872,158.626041403837,570.235982616272,3.18808825346842
2019-09-19 05:54:18.901999872,158.619062738314,570.070861964874,3.19029470930547
2019-09-19 06:01:18.901999872,158.961374913101,569.975971841431,2.85296897444025
2019-09-19 06:06:18.901999872,159.240879098177,570.019668644638,2.8880258645311
2019-09-19 06:11:18.901999872,159.544882591372,570.162053148994,2.97287182648689
2019-09-19 06:17:18.901999872,159.283959411497,570.101686459236,2.9058285512498
2019-09-19 06:32:16.096999936,158.628384065409,570.056263484345,3.1102787529631
2019-09-19 06:33:19.096999936,158.641971502523,570.240076109123,3.15620281854123
2019-09-19 06:43:18.901999872,158.546711485147,570.056411441917,3.14397011795372
2019-09-19 06:50:18.901999872,159.08975276722,570.323228265114,2.75849266983345
2019-09-19 06:55:18.901999872,159.330294791422,570.099220499687,2.81929456292152
2019-09-19 07:00:18.901999872,159.541837131329,570.036289211998,2.88796132574603
2019-09-19 07:06:18.901999872,159.306042079258,570.042897983589,2.82600197289467
2019-09-19 07:12:18.901999872,158.662747211723,570.092611728096,3.04720393872201
2019-09-19 07:22:18.901999872,158.641774225759,570.173988393211,3.10600435886055
2019-09-19 07:32:18.901999872,158.609975677376,570.071700391121,3.111164957176
2019-09-19 07:39:18.901999872,159.119775824728,570.412989192696,2.75323266252369
2019-09-19 07:44:18.901999872,159.387911936283,570.441594323463,2.80789585755959
2019-09-19 07:49:18.901999872,159.671595922794,570.278594397278,2.8522717629084
2019-09-19 07:56:28.096999936,159.394804293222,570.169746942787,2.81951977438346
2019-09-19 08:01:18.901999872,158.701721702394,570.110120040894,3.06990425228864
2019-09-19 08:12:59.096999936,158.647433602924,570.332549592209,3.09373312765509
2019-09-19 08:21:18.901999872,158.640380958614,570.238152660675,3.09384216930389
2019-09-19 08:28:18.901999872,159.082428867359,569.953432971153,2.70779639456883
2019-09-19 08:33:18.901999872,159.404359886475,570.163286128769,2.7224120212236
2019-09-19 08:38:18.901999872,159.737276755381,570.248263094826,2.78097624867409
2019-09-19 08:44:18.901999872,159.446120911436,570.029680440407,2.74043047940284
2019-09-19 08:50:18.901999872,158.775404573717,570.231100016365,2.97698593321875
2019-09-19 09:00:18.901999872,158.68031717351,570.109084337883,3.04389589251772
2019-09-19 09:10:18.901999872,158.694151206579,570.253836163406,3.0405807181491
2019-09-19 09:17:18.901999872,159.284526582193,570.454318674736,2.60728542457834
2019-09-19 09:22:18.901999872,159.484121348085,570.304339014969,2.64480422850326
2019-09-19 09:27:18.901999872,159.768964335585,570.176207756805,2.70246144520715
2019-09-19 09:33:18.901999872,159.510605753641,570.256203484573,2.65356821020961
2019-09-19 09:39:18.901999872,158.837854999294,570.251419523048,2.90290138020396
2019-09-19 09:50:16.096999936,158.760904731569,570.23134661232,2.97588992979109
2019-09-19 10:06:18.901999872,159.158047516928,570.374865458069,2.80216577671081
2019-09-19 10:11:18.901999872,159.542034408092,570.333881210365,2.70345052616999
2019-09-19 10:16:18.901999872,159.890758077707,570.332450953827,2.66636442108467
2019-09-19 10:22:18.901999872,159.558026155767,570.324263968124,2.65878872363597
2019-09-19 10:28:18.901999872,158.826906138897,570.220644347878,2.9405477204743
2019-09-19 10:38:18.901999872,158.84093744873,570.355581654396,2.97007797137916
2019-09-19 10:48:18.901999872,158.816068246679,570.357406464462,2.97494862679452
2019-09-19 10:55:18.901999872,159.28421833725,569.966798471909,2.57839131417587
2019-09-19 11:00:18.901999872,159.525315202351,570.097445008812,2.58891807165354
2019-09-19 11:05:20.901999872,159.841401897335,570.24900288269,2.63658295055077
2019-09-19 11:11:18.901999872,159.562304595585,570.08121899498,2.60309676110074
2019-09-19 11:17:18.901999872,158.958292463665,570.186712744484,2.82280489487007
2019-09-19 11:27:20.901999872,158.882550516119,570.271936306496,2.91138081329674
2019-09-19 11:37:16.901999872,158.919663207331,570.343646410179,2.89975458463579
2019-09-19 11:44:18.901999872,159.372672306271,570.432420953941,2.53441131092653
2019-09-19 11:49:18.901999872,159.584325614357,570.326483331718,2.61379266799122
2019-09-19 11:54:18.901999872,159.107273409815,570.521590051231,2.81904199472085
2019-09-19 12:00:18.901999872,159.508731624384,570.366678472366,2.62448607039154
2019-09-19 12:06:18.901999872,159.025477531576,570.433653933716,2.73377315923303
2019-09-19 12:16:18.901999872,158.930488769751,570.380833080177,2.81882525999486
2019-09-19 12:26:18.901999872,158.953286565781,570.443813687058,2.8079559653236
2019-09-19 12:33:18.901999872,159.082749442101,570.333831891174,2.90722702002838
2019-09-19 12:38:18.901999872,159.32893851367,570.448499010201,2.81851797831669
2019-09-19 12:43:18.901999872,159.461101615696,570.468769197693,2.89921053231031
2019-09-19 12:49:18.901999872,159.45085555377,570.409832764473,2.78371943601921
2019-09-19 12:55:19.096999936,158.932017664671,570.351932034264,2.86967835487455
2019-09-19 13:05:18.901999872,158.962990116606,570.371709029846,2.82740679922521
2019-09-19 13:15:18.901999872,158.980708035965,570.550639054718,2.84662510084748
2019-09-19 13:22:18.901999872,158.915397097311,569.910673232574,2.80132754311725
2019-09-19 13:27:18.901999872,159.168170280876,570.041171811905,2.85916123005137
2019-09-19 13:32:18.901999872,159.150735946865,570.001025990448,3.05932644174218
2019-09-19 13:38:18.901999872,159.212483573971,570.133941210136,2.87093021465182
2019-09-19 13:44:18.901999872,158.995096909933,570.18804436264,2.78629559313551
