dtime,Cabin temperature
2018-09-17 08:49:00,22.3803386688232
2018-09-17 08:50:00,22.396055221557575
2018-09-17 08:51:00,22.41177177429195
2018-09-17 08:52:00,22.427488327026325
2018-09-17 08:53:00,22.4432048797607
2018-09-17 08:54:00,22.4432048797607
2018-09-17 08:55:00,22.4432048797607
2018-09-17 08:56:00,22.438175582885698
2018-09-17 09:14:00,22.3476482391357
2018-09-17 09:15:00,22.3426189422607
2018-09-17 09:16:00,22.337589645385698
2018-09-17 09:17:00,22.3325603485107
2018-09-17 09:18:00,22.3275310516357
2018-09-17 09:19:00,22.3225017547607
2018-09-17 09:20:00,22.3174724578857
2018-09-17 09:21:00,22.3174724578857
2018-09-17 09:22:00,22.3174724578857
2018-09-17 09:23:00,22.3174724578857
2018-09-17 09:24:00,22.3174724578857
2018-09-17 09:25:00,22.3174724578857
2018-09-17 09:26:00,22.2546062469482
2018-09-17 09:27:00,22.296517054239867
2018-09-17 09:28:00,22.33842786153153
2018-09-17 09:29:00,22.3803386688232
2018-09-17 09:30:00,22.3174724578857
2018-09-17 09:31:00,22.2546062469482
2018-09-17 09:32:00,22.2546062469482
2018-09-17 09:33:00,22.2546062469482
2018-09-17 09:34:00,22.2546062469482
2018-09-17 09:35:00,22.3174724578857
2018-09-17 09:36:00,22.3174724578857
2018-09-17 09:37:00,22.3174724578857
2018-09-17 09:38:00,22.3174724578857
2018-09-17 09:39:00,22.3174724578857
2018-09-17 09:40:00,22.2546062469482
2018-09-17 09:41:00,22.3174724578857
2018-09-17 09:42:00,22.2546062469482
2018-09-17 09:43:00,22.3174724578857
2018-09-17 09:44:00,22.2546062469482
2018-09-17 09:45:00,22.3174724578857
2018-09-17 09:46:00,22.2546062469482
2018-09-17 09:47:00,22.2546062469482
2018-09-17 09:48:00,22.2546062469482
2018-09-17 09:49:00,22.233650843302367
2018-09-17 09:50:00,22.21269543965653
2018-09-17 09:51:00,22.1917400360107
2018-09-17 09:52:00,22.1917400360107
2018-09-17 09:53:00,22.2546062469482
2018-09-17 09:54:00,22.2546062469482
2018-09-17 09:55:00,22.2546062469482
2018-09-17 09:56:00,22.1917400360107
2018-09-17 09:57:00,22.1288738250732
2018-09-17 09:58:00,22.1288738250732
2018-09-17 09:59:00,22.1288738250732
2018-09-17 10:00:00,22.1288738250732
2018-09-17 10:01:00,22.1288738250732
2018-09-17 10:02:00,22.1288738250732
2018-09-17 10:03:00,22.1917400360107
2018-09-17 10:04:00,22.1288738250732
2018-09-17 10:05:00,22.1288738250732
2018-09-17 10:06:00,22.1288738250732
2018-09-17 10:07:00,22.1917400360107
2018-09-17 10:08:00,22.1288738250732
2018-09-17 10:09:00,22.09744071960445
2018-09-17 10:10:00,22.0660076141357
2018-09-17 10:11:00,22.1288738250732
2018-09-17 10:12:00,22.1288738250732
2018-09-17 10:13:00,22.1288738250732
